name,pID,height,weight,birthYr,firstSeasonID
Isaac Fontaine,fontais01,76,210,1975,2002
Jeff Foote,footeje01,84,265,1987,2012
Bryn Forbes,forbebr01,74,205,1993,2017
Gary Forbes,forbega01,79,220,1985,2011
Alphonso Ford,fordal01,73,190,1971,1994
Alton Ford,fordal02,81,275,1981,2002
Aleem Ford,fordal03,80,220,1997,2022
Sherell Ford,fordsh01,79,210,1972,1996
Sharrod Ford,fordsh02,81,225,1982,2006
T.J. Ford,fordtj01,72,165,1983,2004
Trent Forrest,forretr01,76,210,1998,2021
Joseph Forte,fortejo01,76,194,1981,2002
Courtney Fortson,fortsco01,71,185,1988,2012
Danny Fortson,fortsda01,79,260,1976,1998
Greg Foster,fostegr01,83,240,1968,1991
Jeff Foster,fosteje01,83,236,1977,2000
Antonis Fotsis,fotsian01,82,219,1981,2002
Evan Fournier,fournev01,79,205,1992,2013
Tremaine Fowlkes,fowlktr01,80,220,1976,2002
De'Aaron Fox,foxde01,75,185,1997,2018
Rick Fox,foxri01,79,230,1969,1992
Randy Foye,foyera01,76,213,1983,2007
Adonal Foyle,foylead01,82,250,1975,1998
Richie Frahm,frahmri01,77,210,1977,2004
Steve Francis,francst01,75,195,1977,2000
Jamaal Franklin,frankja01,77,191,1991,2014
Robert Franks,frankro01,79,225,1996,2021
Tellis Frank,frankte01,82,225,1965,1988
Melvin Frazier,frazime01,77,215,1996,2019
Michael Frazier,frazimi01,75,200,1994,2020
Tim Frazier,fraziti01,72,170,1990,2015
Anthony Frederick,fredean01,79,205,1964,1989
Jimmer Fredette,fredeji01,74,195,1989,2012
Joel Freeland,freeljo01,82,250,1987,2013
Matt Freije,freijma01,82,240,1981,2005
Channing Frye,fryech01,84,255,1983,2006
Hiram Fuller,fullehi01,81,240,1981,2004
Todd Fuller,fulleto02,83,255,1974,1997
Markelle Fultz,fultzma01,75,209,1998,2018
Lawrence Funderburke,fundela01,81,230,1970,1998
Wenyen Gabriel,gabriwe01,81,205,1997,2020
Dan Gadzuric,gadzuda01,83,240,1978,2003
Daniel Gafford,gaffoda01,82,234,1998,2020
Deng Gai,gaide01,81,250,1982,2006
Corey Gaines,gaineco01,75,195,1965,1989
Reece Gaines,gainere01,78,205,1981,2004
Sundiata Gaines,gainesu01,73,185,1986,2010
Chad Gallagher,gallach01,82,255,1969,1994
Danilo Gallinari,gallida01,82,233,1988,2009
Langston Galloway,gallola01,73,200,1991,2015
Kevin Gamble,gamblke01,77,210,1965,1988
Jorge Garbajosa,garbajo01,81,245,1977,2007
Rubén Garcés,garceru01,81,245,1973,2001
Alex Garcia,garcial01,75,220,1980,2004
Francisco García,garcifr01,79,195,1981,2006
Thomas Gardner,gardnth01,77,225,1985,2008
Patricio Garino,garinpa01,78,210,1993,2017
Darius Garland,garlada01,73,192,2000,2020
Winston Garland,garlawi01,74,170,1964,1988
Chris Garner,garnech01,70,156,1975,1998
Kevin Garnett,garneke01,83,240,1976,1996
Marlon Garnett,garnema01,74,186,1975,1999
Billy Garrett,garrebi01,78,213,1994,2019
Dean Garrett,garrede01,82,225,1966,1997
Diante Garrett,garredi02,76,190,1988,2013
Marcus Garrett,garrema01,77,205,1998,2022
Kiwane Lemorris Garris,garriki01,74,183,1974,1998
Pat Garrity,garripa01,81,238,1976,1999
Tom Garrick,garrito01,74,185,1966,1989
Usman Garuba,garubus01,80,220,2002,2022
Luka Garza,garzalu01,83,235,1998,2022
Marc Gasol,gasolma01,83,255,1985,2009
Pau Gasol,gasolpa01,84,250,1980,2002
Chris Gatling,gatlich01,82,220,1967,1992
Kenny Gattison,gattike01,80,225,1964,1987
Rudy Gay,gayru01,80,250,1986,2007
Andrew Gaze,gazean01,79,205,1965,1994
Michael Gbinije,gbinimi01,79,200,1992,2017
Reggie Geary,gearyre01,74,187,1973,1997
Alonzo Gee,geeal01,78,225,1987,2010
Matt Geiger,geigema01,84,243,1969,1993
Mickaël Gelabale,gelabmi01,79,215,1983,2007
Devean George,georgde01,80,220,1977,2000
Marcus Georges-Hunt,georgma01,77,216,1994,2017
Paul George,georgpa01,80,220,1990,2011
Tate George,georgta01,77,190,1968,1991
Derrick Gervin,gervide01,80,200,1963,1990
Daniel Gibson,gibsoda01,74,190,1986,2007
Jonathan Gibson,gibsojo01,74,185,1987,2017
Taj Gibson,gibsota01,81,232,1985,2010
Josh Giddey,giddejo01,80,210,2002,2022
J.R. Giddens,giddejr01,77,215,1985,2009
Trey Gilder,gildetr01,81,185,1985,2010
Harry Giles,gilesha01,83,240,1998,2019
Shai Gilgeous-Alexander,gilgesh01,78,180,1998,2019
Anthony Gill,gillan01,79,230,1992,2021
Eddie Gill,gilled01,72,190,1978,2001
Freddie Gillespie,gillefr01,81,245,1997,2021
Armen Gilliam,gilliar01,81,230,1964,1988
Kendall Gill,gillke01,77,195,1968,1991
Manu Ginóbili,ginobma01,78,205,1977,2003
Gordan Giriček,giricgo01,78,210,1977,2003
Mickell Gladness,gladnmi01,83,220,1986,2012
Gerald Glass,glassge01,77,221,1967,1991
Dion Glover,glovedi01,77,228,1978,2000
Andreas Glyniadakis,glynian01,85,280,1981,2007
Mike Gminski,gminsmi01,83,250,1959,1981
Rudy Gobert,goberru01,85,258,1992,2014
Dan Godfread,godfrda01,82,250,1967,1991
Anthony Goldwire,goldwan01,73,182,1971,1996
Ryan Gomes,gomesry01,79,250,1982,2006
Drew Gooden,goodedr01,82,250,1981,2003
Steve Goodrich,goodrst01,82,220,1976,2001
Archie Goodwin,goodwar01,77,200,1994,2014
Brandon Goodwin,goodwbr01,72,180,1995,2019
Jordan Goodwin,goodwjo01,75,200,1998,2022
Aaron Gordon,gordoaa01,80,235,1995,2015
Ben Gordon,gordobe01,75,200,1983,2005
Drew Gordon,gordodr01,81,245,1990,2015
Eric Gordon,gordoer01,75,215,1988,2009
Marcin Gortat,gortama01,83,240,1984,2008
Andrew Goudelock,goudean01,75,200,1988,2012
Ricky Grace,graceri01,73,180,1967,1994
Devonte' Graham,grahade01,73,195,1995,2019
Greg Graham,grahagr01,76,174,1970,1994
Joey Graham,grahajo01,79,225,1982,2006
Paul Graham,grahapa01,78,200,1967,1992
Stephen Graham,grahast01,78,215,1982,2006
Treveon Graham,grahatr01,77,219,1993,2017
Jim Grandholm,grandji01,84,235,1960,1991
Ron Grandison,grandro01,78,215,1964,1989
Danny Granger,grangda01,81,222,1983,2006
Brian Grant,grantbr01,81,254,1972,1995
Donte Grantham,grantdo01,80,215,1995,2019
Gary Grant,grantga01,75,185,1965,1989
Greg Grant,grantgr01,67,140,1966,1990
Harvey Grant,grantha01,80,195,1965,1989
Horace Grant,grantho01,82,215,1965,1988
Jerami Grant,grantje01,80,210,1994,2015
Jerian Grant,grantje02,76,205,1992,2016
Josh Grant,grantjo01,81,223,1967,1994
Paul Grant,grantpa01,84,245,1974,1999
Hassani Gravett,graveha01,74,188,1996,2022
Aaron Gray,grayaa01,84,270,1984,2008
Devin Gray,grayde01,79,240,1972,1997
Ed Gray,grayed01,75,210,1975,1998
Jeff Grayer,grayeje01,77,200,1965,1989
Evric Gray,grayev01,79,235,1969,1997
Josh Gray,grayjo01,72,180,1993,2018
Stuart Gray,grayst01,84,235,1963,1985
A.C. Green,greenac01,81,220,1963,1986
Dave Greenwood,greenda01,81,222,1957,1980
Danny Green,greenda02,78,215,1987,2010
Devin Green,greende01,79,210,1982,2006
Donté Greene,greendo01,83,226,1988,2009
Draymond Green,greendr01,78,230,1990,2013
Erick Green,greener01,76,185,1991,2015
Gerald Green,greenge01,78,205,1986,2006
JaMychal Green,greenja01,80,227,1990,2015
Javonte Green,greenja02,76,205,1993,2020
Jalen Green,greenja05,76,178,2002,2022
Jeff Green,greenje02,80,235,1986,2008
Josh Green,greenjo02,77,200,2000,2021
Litterial Green,greenli01,73,185,1970,1993
Orien Greene,greenor01,76,208,1982,2006
Rickey Green,greenri01,72,170,1954,1978
Sean Green,greense01,77,210,1970,1992
Sidney Green,greensi02,81,220,1961,1984
Taurean Green,greenta01,72,177,1986,2008
Willie Green,greenwi01,76,200,1981,2004
Lynn Greer,greerly01,74,175,1979,2007
Adrian Griffin,griffad01,77,217,1974,2000
Blake Griffin,griffbl01,81,250,1989,2011
Darrell Griffith,griffda01,76,190,1958,1981
Eddie Griffin,griffed01,82,220,1982,2002
Taylor Griffin,griffta01,79,238,1986,2010
Quentin Grimes,grimequ01,77,205,2000,2022
Derek Grimm,grimmde01,81,230,1974,1998
Anthony Grundy,grundan01,75,180,1979,2006
Marko Guduric,gudurma01,78,201,1995,2020
Tom Gugliotta,guglito01,82,240,1969,1993
Andrés Guibert,guibean01,82,225,1968,1994
Jay Guidinger,guidija01,82,255,1969,1993
Jorge Gutiérrez,gutiejo01,75,191,1988,2014
Kyle Guy,guyky01,73,167,1997,2020
A.J. Guyton,guytoaj01,73,180,1978,2001
Rui Hachimura,hachiru01,80,230,1998,2020
Hamed Haddadi,haddaha01,86,254,1985,2009
Scott Haffner,haffnsc01,75,180,1966,1990
Ashton Hagans,haganas01,75,190,1999,2021
Malik Hairston,hairsma01,78,220,1987,2009
P.J. Hairston,hairspj02,78,230,1992,2015
Marcus Haislip,haislma01,82,230,1980,2003
Jack Haley,haleyja01,82,240,1964,1989
Tyrese Haliburton,halibty01,77,185,2000,2021
Devon Hall,hallde01,74,215,1995,2020
Donta Hall,halldo01,81,232,1997,2020
Josh Hall,halljo01,81,190,2000,2021
Mike Hall,hallmi01,80,230,1984,2007
Tyler Hall,hallty01,77,209,1997,2022
Darvin Ham,hamda01,79,220,1973,1997
Steve Hamer,hamerst01,84,245,1973,1997
Daniel Hamilton,hamilda02,79,195,1995,2018
Jordan Hamilton,hamiljo02,79,220,1990,2012
Justin Hamilton,hamilju01,84,260,1990,2014
Richard Hamilton,hamilri01,78,185,1978,2000
Tang Hamilton,hamilta01,80,220,1978,2002
Thomas Hamilton,hamilth01,86,330,1975,1996
Zendon Hamilton,hamilze01,83,250,1975,2001
Geert Hammink,hammige01,84,262,1969,1994
A.J. Hammons,hammoaj01,84,260,1992,2017
Tom Hammonds,hammoto01,81,215,1967,1990
R.J. Hampton,hamptrj01,76,175,2001,2021
Darrin Hancock,hancoda01,79,205,1971,1995
Ben Handlogten,handlbe01,82,240,1973,2004
Dusty Hannahs,hannadu01,75,210,1993,2019
Ben Hansbrough,hansbbe01,75,203,1987,2013
Tyler Hansbrough,hansbty01,81,250,1985,2010
Bob Hansen,hansebo01,78,190,1961,1984
Travis Hansen,hansetr01,78,205,1978,2004
Reggie Hanson,hansore01,80,195,1968,1998
Bill Hanzlik,hanzlbi01,79,185,1957,1981
Luke Harangody,haranlu01,80,246,1988,2011
Anfernee Hardaway,hardaan01,79,195,1971,1994
Tim Hardaway,hardati01,72,175,1966,1990
Tim Hardaway Jr.,hardati02,77,205,1992,2014
James Harden,hardeja01,77,220,1989,2010
Maurice Harkless,harklma01,79,220,1993,2013
Jerome Harmon,harmoje01,76,190,1969,1995
Derek Harper,harpede01,76,185,1961,1984
Jared Harper,harpeja01,70,175,1997,2020
Justin Harper,harpeju01,82,225,1989,2012
Ron Harper,harpero01,78,185,1964,1987
Matt Harpring,harprma01,79,231,1976,1999
Josh Harrellson,harrejo01,82,275,1989,2012
Montrezl Harrell,harremo01,79,240,1994,2016
Aaron Harrison,harriaa01,78,210,1994,2016
Adam Harrington,harriad01,77,200,1980,2003
Al Harrington,harrial01,81,230,1980,1999
Andrew Harrison,harrian01,78,213,1994,2017
David Harrison,harrida01,84,280,1982,2005
Devin Harris,harride01,75,185,1983,2005
Elias Harris,harriel01,80,239,1989,2014
Gary Harris,harriga01,76,210,1994,2015
Jalen Harris,harrija01,77,195,1998,2021
Joe Harris,harrijo01,78,220,1991,2015
Junior Harrington,harriju01,76,180,1980,2003
Lucious Harris,harrilu01,77,190,1970,1994
Manny Harris,harrima01,77,185,1989,2011
Mike Harris,harrimi01,78,240,1983,2008
Othella Harrington,harriot01,81,235,1974,1997
Shaquille Harrison,harrish01,79,190,1993,2018
Steve Harris,harrist01,77,195,1963,1986
Terrel Harris,harrite01,77,190,1987,2012
Tony Harris,harrito01,75,190,1967,1991
Tobias Harris,harrito02,80,226,1992,2012
Isaiah Hartenstein,harteis01,84,250,1998,2019
Jason Hart,hartja01,75,185,1978,2001
Josh Hart,hartjo01,77,215,1995,2018
Antonio Harvey,harvean01,83,225,1970,1994
Donnell Harvey,harvedo01,80,220,1980,2001
Scott Haskin,haskisc01,83,250,1970,1994
Udonis Haslem,hasleud01,80,235,1980,2004
Trenton Hassell,hassetr01,77,200,1979,2002
Scott Hastings,hastisc01,82,235,1960,1983
Kirk Haston,hastoki01,81,242,1979,2002
Sam Hauser,hausesa01,80,215,1997,2022
Spencer Hawes,hawessp01,85,245,1988,2008
Hersey Hawkins,hawkihe01,75,190,1966,1989
Juaquin Hawkins,hawkiju01,79,220,1973,2003
Michael Hawkins,hawkimi01,72,178,1972,1997
Chuck Hayes,hayesch01,78,240,1983,2006
Jarvis Hayes,hayesja01,79,220,1981,2004
Jaxson Hayes,hayesja02,83,220,2000,2020
Killian Hayes,hayeski01,77,195,2001,2021
Nigel Hayes,hayesni01,80,254,1994,2018
Gordon Hayward,haywago01,79,225,1990,2011
Lazar Hayward,haywala01,78,225,1986,2011
Brendan Haywood,haywobr01,84,268,1979,2002
Luther Head,headlu01,75,185,1982,2006
Shane Heal,healsh01,72,180,1970,1997
Reggie Hearn,hearnre01,77,210,1991,2018
Alvin Heggs,heggsal01,80,225,1967,1996
Alan Henderson,hendeal01,81,235,1972,1996
Cedric Henderson,hendece02,79,215,1975,1998
Gerald Henderson,hendege01,74,175,1956,1980
Gerald Henderson,hendege02,77,215,1987,2010
J.R. Henderson,hendejr01,80,226,1976,1999
Mark Hendrickson,hendrma01,81,220,1974,1997
Aaron Henry,henryaa01,78,210,1999,2022
Myke Henry,henrymy01,78,210,1992,2018
Skeeter Henry,henrysk01,79,190,1967,1994
Xavier Henry,henryxa01,78,220,1991,2011
John Henson,hensojo01,81,219,1990,2013
Steve Henson,hensost01,71,177,1968,1991
Dewan Hernandez,hernade01,82,235,1996,2020
Juancho Hernangómez,hernaju01,81,214,1995,2017
Willy Hernangómez,hernawi01,83,250,1994,2017
Carl Herrera,herreca01,81,215,1966,1992
Chris Herren,herrech01,74,197,1975,2000
Walter Herrmann,herrmwa01,81,225,1979,2007
Tyler Herro,herroty01,77,195,2000,2020
Kevin Hervey,herveke01,81,230,1996,2020
Mario Hezonja,hezonma01,80,220,1995,2016
Roy Hibbert,hibbero01,86,270,1986,2009
Isaiah Hicks,hicksis01,81,230,1994,2018
J.J. Hickson,hicksjj01,81,242,1988,2009
Buddy Hield,hieldbu01,76,220,1992,2017
Cory Higgins,higgico01,77,180,1989,2012
Mike Higgins,higgimi01,81,220,1967,1990
Rod Higgins,higgiro01,79,200,1960,1983
Sean Higgins,higgise01,81,205,1968,1991
Haywood Highsmith,highsha01,79,220,1996,2019
Nenê,hilarne01,83,250,1982,2003
George Hill,hillge01,76,188,1986,2009
Grant Hill,hillgr01,80,225,1972,1995
Darrun Hilliard,hillida01,78,205,1993,2016
Jordan Hill,hilljo01,82,235,1987,2010
Malcolm Hill,hillma01,78,220,1995,2022
Solomon Hill,hillso01,78,226,1991,2014
Steven Hill,hillst01,84,248,1985,2009
Tyrone Hill,hillty01,81,240,1968,1991
Kirk Hinrich,hinriki01,76,190,1981,2004
Roy Hinson,hinsoro01,81,210,1961,1984
Nate Hinton,hintona01,77,210,1999,2021
Robert Hite,hitero01,74,184,1984,2007
Jaylen Hoard,hoardja01,80,216,1999,2020
Darington Hobson,hobsoda01,79,210,1987,2012
Craig Hodges,hodgecr01,74,190,1960,1983
Donald Hodge,hodgedo01,84,230,1969,1992
Julius Hodge,hodgeju01,79,210,1983,2006
Fred Hoiberg,hoibefr01,76,203,1972,1996
Randy Holcomb,holcora01,81,225,1979,2006
Aaron Holiday,holidaa01,72,185,1996,2019
Jrue Holiday,holidjr01,75,205,1990,2010
Justin Holiday,holidju01,78,180,1989,2013
John Holland,hollajo02,77,205,1988,2018
Rondae Hollis-Jefferson,holliro01,78,217,1995,2016
Ryan Hollins,holliry01,84,240,1984,2007
Richaun Holmes,holmeri01,82,235,1993,2016
Michael Holton,holtomi01,76,185,1961,1985
Jerald Honeycutt,honeyje01,81,245,1974,1998
Tyler Honeycutt,honeyty01,80,188,1990,2012
Derek Hood,hoodde01,80,222,1976,2000
Rodney Hood,hoodro01,80,208,1992,2015
Dave Hoppen,hoppeda01,83,235,1964,1988
Dennis Hopson,hopsode01,77,200,1965,1988
Scotty Hopson,hopsosc01,79,204,1989,2014
Al Horford,horfoal01,81,240,1986,2008
Tito Horford,horfoti01,85,245,1966,1989
Jeff Hornacek,hornaje01,75,190,1963,1987
Dennis Horner,hornede01,81,230,1988,2012
Robert Horry,horryro01,82,240,1970,1993
Ed Horton,hortoed01,80,230,1967,1990
Talen Horton-Tucker,hortota01,76,234,2000,2020
Danuel House Jr.,houseda01,78,220,1993,2017
Eddie House,houseed01,73,180,1978,2001
Allan Houston,houstal01,78,200,1971,1994
Byron Houston,houstby01,77,250,1969,1993
Tom Hovasse,hovasto01,80,205,1967,1995
Brian Howard,howarbr01,78,204,1967,1992
Dwight Howard,howardw01,82,265,1985,2005
Josh Howard,howarjo01,79,210,1980,2004
Juwan Howard,howarju01,81,240,1973,1995
Markus Howard,howarma02,70,175,1999,2021
Stephen Howard,howarst01,81,225,1970,1993
William Howard,howarwi01,80,207,1993,2020
Lester Hudson,hudsole01,75,190,1984,2010
Troy Hudson,hudsotr01,73,170,1976,1998
Kevin Huerter,huertke01,79,190,1998,2019
Marcelo Huertas,huertma01,75,200,1983,2016
Josh Huestis,huestjo01,79,230,1991,2016
Jay Huff,huffja01,85,240,1998,2022
Nate Huffman,huffmna01,85,245,1975,2003
Eddie Hughes,hugheed01,70,165,1960,1988
Elijah Hughes,hugheel01,77,215,1998,2021
Larry Hughes,hughela01,77,184,1979,1999
Rick Hughes,hugheri02,81,235,1973,2000
Robbie Hummel,hummero01,80,215,1989,2014
Isaac Humphries,humphis01,84,255,1998,2019
Jay Humphries,humphja01,75,185,1962,1985
Kris Humphries,humphkr01,81,235,1985,2005
Ryan Humphrey,humphry01,80,235,1979,2003
Brandon Hunter,huntebr01,79,260,1980,2004
Cedric Hunter,huntece01,72,180,1965,1992
Chris Hunter,huntech01,83,240,1984,2010
De'Andre Hunter,huntede01,80,225,1997,2020
Lindsey Hunter,hunteli01,74,170,1970,1994
Othello Hunter,hunteot01,80,225,1986,2009
R.J. Hunter,hunterj01,77,185,1993,2016
Steven Hunter,huntest01,84,220,1981,2002
Vince Hunter,huntevi01,80,208,1994,2018
Bobby Hurley,hurlebo01,72,165,1971,1994
Chandler Hutchison,hutchch01,78,210,1996,2019
Bones Hyland,hylanbo01,75,173,2000,2022
Serge Ibaka,ibakase01,82,235,1989,2010
Andre Iguodala,iguodan01,78,215,1984,2005
Zydrunas Ilgauskas,ilgauzy01,87,238,1975,1998
Mile Ilić,ilicmi01,85,230,1984,2007
Ersan İlyasova,ilyaser01,81,235,1987,2007
Joe Ingles,inglejo01,80,220,1987,2015
Damien Inglis,inglida01,80,246,1995,2016
Andre Ingram,ingraan01,75,190,1985,2018
Brandon Ingram,ingrabr01,80,190,1997,2017
Byron Irvin,irvinby01,77,190,1966,1990
Kyrie Irving,irvinky01,74,195,1992,2012
Jonathan Isaac,isaacjo01,83,230,1997,2018
Mike Iuzzolino,iuzzomi01,70,175,1968,1992
Allen Iverson,iversal01,72,165,1975,1997
Royal Ivey,iveyro01,75,200,1981,2005
Wes Iwundu,iwundwe01,78,195,1994,2018
Jarrett Jack,jackja01,75,200,1983,2006
Aaron Jackson,jacksaa01,76,185,1986,2018
Bobby Jackson,jacksbo01,73,185,1973,1998
Cedric Jackson,jacksce01,75,191,1986,2010
Darnell Jackson,jacksda01,81,253,1985,2009
Demetrius Jackson,jacksde01,73,201,1994,2017
Frank Jackson,jacksfr01,75,205,1998,2019
Isaiah Jackson,jacksis01,82,206,2002,2022
Jaren Jackson,jacksja01,76,190,1967,1990
Jaren Jackson Jr.,jacksja02,83,242,1999,2019
Jermaine Jackson,jacksje01,76,204,1976,2000
Jim Jackson,jacksji01,78,220,1970,1993
Josh Jackson,jacksjo02,80,207,1997,2018
Justin Jackson,jacksju01,80,220,1995,2018
Luke Jackson,jackslu02,79,215,1981,2005
Mark Jackson,jacksma01,73,180,1965,1988
Marc Jackson,jacksma02,82,270,1975,2001
Michael Jackson,jacksmi02,74,183,1964,1988
Pierre Jackson,jackspi01,70,180,1991,2017
Randell Jackson,jacksra02,83,215,1976,1999
Reggie Jackson,jacksre01,74,208,1990,2012
Stanley Jackson,jacksst01,75,185,1970,1994
Stephen Jackson,jacksst02,80,218,1978,2001
Casey Jacobsen,jacobca01,78,215,1981,2003
Sam Jacobson,jacobsa01,76,215,1975,1999
Dave Jamerson,jamerda01,77,190,1967,1991
Bernard James,jamesbe01,82,240,1985,2013
Damion James,jamesda01,79,225,1987,2011
Henry James,jameshe01,80,220,1965,1991
Jerome James,jamesje01,84,300,1975,1999
Justin James,jamesju01,79,190,1997,2020
LeBron James,jamesle01,81,250,1984,2004
Mike James,jamesmi01,74,188,1975,2002
Mike James,jamesmi02,73,189,1990,2018
Tim James,jamesti01,79,212,1976,2000
Antawn Jamison,jamisan01,80,223,1976,1999
Harold Jamison,jamisha01,80,260,1976,2000
Marko Jarić,jaricma01,79,198,1978,2003
DeJon Jarreau,jarrede01,77,185,1998,2022
Šarūnas Jasikevičius,jasiksa01,76,195,1976,2006
Nathan Jawai,jawaina01,82,280,1986,2009
Al Jefferson,jeffeal01,82,289,1985,2005
Amile Jefferson,jeffeam01,81,222,1993,2019
Chris Jefferies,jeffech01,80,225,1980,2003
Cory Jefferson,jeffeco01,81,218,1990,2015
Dontell Jefferson,jeffedo01,77,195,1983,2009
Othyus Jeffers,jeffeot01,77,200,1985,2010
Richard Jefferson,jefferi01,79,233,1980,2002
DaQuan Jeffries,jeffrda01,77,230,1997,2020
Jared Jeffries,jeffrja01,83,230,1981,2003
Charles Jenkins,jenkich01,75,220,1989,2012
Horace Jenkins,jenkiho01,73,180,1974,2005
John Jenkins,jenkijo01,76,215,1991,2013
Brandon Jennings,jennibr01,73,170,1989,2010
Keith Jennings,jennike01,67,160,1968,1993
Chris Jent,jentch01,79,220,1970,1994
Les Jepsen,jepsele01,84,237,1967,1991
Jonas Jerebko,jerebjo01,82,231,1987,2010
Ty Jerome,jeromty01,77,195,1997,2020
Grant Jerrett,jerregr01,82,235,1993,2015
Eugene Jeter,jetereu01,71,175,1983,2011
Yi Jianlian,jianlyi01,84,240,1987,2008
Isaiah Joe,joeis01,76,165,1999,2021
Alexander Johnson,johnsal01,81,240,1983,2007
Alize Johnson,johnsal02,79,212,1996,2019
Amir Johnson,johnsam01,81,240,1987,2006
Anthony Johnson,johnsan02,75,190,1974,1998
Armon Johnson,johnsar02,75,195,1989,2011
Avery Johnson,johnsav01,70,175,1965,1989
B.J. Johnson,johnsbj01,79,200,1995,2019
Britton Johnsen,johnsbr01,82,210,1979,2004
Brice Johnson,johnsbr02,82,230,1994,2017
Buck Johnson,johnsbu01,79,190,1964,1987
Carldell Johnson,johnsca01,70,180,1983,2012
Cameron Johnson,johnsca02,80,210,1996,2020
Chris Johnson,johnsch03,83,210,1985,2011
Chris Johnson,johnsch04,78,206,1990,2013
Dave Johnson,johnsda01,79,210,1970,1993
Darryl Johnson,johnsda02,73,170,1965,1996
Darius Johnson-Odom,johnsda03,74,215,1989,2013
Dakari Johnson,johnsda04,84,255,1995,2018
David Johnson,johnsda08,77,210,2001,2022
Dennis Johnson,johnsde01,76,185,1954,1977
DeMarco Johnson,johnsde02,81,245,1975,2000
DerMarr Johnson,johnsde03,81,201,1980,2001
Eddie Johnson,johnsed03,79,215,1959,1982
Eric Johnson,johnser01,74,205,1966,1990
Ervin Johnson,johnser02,83,245,1967,1994
Frank Johnson,johnsfr01,73,185,1958,1982
Ivan Johnson,johnsiv01,80,230,1984,2012
James Johnson,johnsja01,79,240,1987,2010
JaJuan Johnson,johnsja02,82,221,1989,2012
Jalen Johnson,johnsja05,81,220,2001,2022
Joe Johnson,johnsjo02,79,240,1981,2002
Kevin Johnson,johnske02,73,180,1966,1988
Ken Johnson,johnske03,83,240,1978,2003
Keldon Johnson,johnske04,77,220,1999,2020
Keon Johnson,johnske07,77,186,2002,2022
Larry Johnson,johnsla02,78,250,1969,1992
Linton Johnson,johnsli01,80,205,1980,2004
Marques Johnson,johnsma01,79,218,1956,1978
Magic Johnson,johnsma02,81,215,1959,1980
Nate Johnston,johnsna01,80,210,1966,1990
Nick Johnson,johnsni01,75,202,1992,2015
Omari Johnson,johnsom01,81,220,1989,2018
Orlando Johnson,johnsor01,77,220,1989,2013
Steve Johnson,johnsst03,82,235,1957,1982
Stanley Johnson,johnsst04,78,242,1996,2016
Trey Johnson,johnstr01,77,218,1984,2009
Tyler Johnson,johnsty01,75,186,1992,2015
Vinnie Johnson,johnsvi01,74,200,1956,1980
Wesley Johnson,johnswe01,79,215,1987,2011
Nikola Jokić,jokicni01,83,284,1995,2016
Alvin Jones,jonesal01,83,265,1978,2002
Anthony Jones,jonesan01,78,195,1962,1987
Askia Jones,jonesas01,77,200,1971,1995
Bobby Jones,jonesbo02,79,215,1984,2007
Caldwell Jones,jonesca01,83,217,1950,1974
Carlik Jones,jonesca03,73,185,1997,2022
Charles Jones,jonesch01,81,215,1957,1984
Charles Jones,jonesch03,75,180,1975,1999
Damon Jones,jonesda01,75,185,1976,1999
Dahntay Jones,jonesda02,78,225,1980,2004
Damian Jones,jonesda03,83,245,1995,2017
DeQuan Jones,jonesde01,80,221,1990,2013
Derrick Jones Jr.,jonesde02,77,210,1997,2017
Dontae' Jones,jonesdo01,80,220,1975,1998
Dominique Jones,jonesdo02,76,215,1988,2011
Dwayne Jones,jonesdw02,83,250,1983,2006
Eddie Jones,jonesed02,78,190,1971,1995
Fred Jones,jonesfr01,76,210,1979,2003
Herbert Jones,joneshe01,80,210,1998,2022
James Jones,jonesja02,80,218,1980,2004
Jalen Jones,jonesja04,79,220,1993,2018
Jemerrio Jones,jonesje01,77,174,1995,2019
Jumaine Jones,jonesju01,80,218,1979,2000
Kai Jones,joneska01,83,218,2001,2022
Kevin Jones,joneske01,80,251,1989,2013
Mark Jones,jonesma03,78,215,1975,2005
Mason Jones,jonesma05,76,200,1998,2021
Perry Jones,jonespe01,83,235,1991,2013
Popeye Jones,jonespo01,80,250,1970,1994
Solomon Jones,jonesso01,82,230,1984,2007
Terrence Jones,joneste01,81,252,1992,2013
Tre Jones,jonestr01,73,185,2000,2021
Tyus Jones,jonesty01,72,196,1996,2016
Adonis Jordan,jordaad01,71,170,1970,1994
DeAndre Jordan,jordade01,83,265,1988,2009
Jerome Jordan,jordaje01,84,253,1986,2012
Michael Jordan,jordami01,78,198,1963,1985
Reggie Jordan,jordare01,76,195,1968,1994
Thomas Jordan,jordath01,82,220,1968,1993
Cory Joseph,josepco01,75,200,1991,2012
Garth Joseph,josepga01,86,315,1973,2001
Kris Joseph,josepkr01,79,210,1988,2013
Mfiondu Kabengele,kabenmf01,81,250,1997,2020
Georgios Kalaitzakis,kalaige01,80,192,1999,2022
Chris Kaman,kamanch01,84,265,1982,2004
Frank Kaminsky,kaminfr01,84,240,1993,2016
Enes Freedom,kanteen01,82,250,1992,2012
Jason Kapono,kaponja01,80,213,1981,2004
Sergey Karasev,karasse01,79,208,1993,2014
Coby Karl,karlco01,77,215,1983,2008
Mario Kasun,kasunma01,85,260,1980,2005
Sasha Kaun,kaunsa01,83,260,1985,2016
Adam Keefe,keefead01,81,230,1970,1993
